Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
4215000002;Vila Nova - Rio Negrinho (SC);1111
4215000003;Bela Vista - Rio Negrinho (SC);459
4215000004;Ceramarte - Rio Negrinho (SC);686
4215000005;Alegre - Rio Negrinho (SC);501
4215000006;Cruzeiro - Rio Negrinho (SC);967
4215000007;Vista Alegre - Rio Negrinho (SC);1152
4215000008;Quitandinha - Rio Negrinho (SC);519
4215000009;Pinheirinho - Rio Negrinho (SC);135
4215000010;Campo Lençol - Rio Negrinho (SC);924
4215000011;São Pedro - Rio Negrinho (SC);853
4215000012;Barro Preto - Rio Negrinho (SC);152
4215000013;Industrial Norte - Rio Negrinho (SC);1296
4215000014;Industrial Sul - Rio Negrinho (SC);326
4215000015;São Rafael - Rio Negrinho (SC);1342
4215000016;Jardim Hantschel - Rio Negrinho (SC);594
4215109001;Centro - Rodeio (SC);426
4215109002;São Pedro Velho - Rodeio (SC);114
4215109003;São Pedro Novo - Rodeio (SC);61
4215109004;Gávea - Rodeio (SC);200
4215109005;Rodeio 50 - Rodeio (SC);98
4215109006;Rodeio 32 - Rodeio (SC);179
4215109007;Rodeio 12 - Rodeio (SC);370
4215109008;Kaspereit - Rodeio (SC);79
4215109009;Rio Morto - Rodeio (SC);51
4215109010;Diamante - Rodeio (SC);92
4215109011;Glória - Rodeio (SC);317
4215109012;Dos Lagos - Rodeio (SC);253
4215307001;Schreiber - Salete (SC);249
4215307002;Beira Rio - Salete (SC);136
4215307003;Cachoeira - Salete (SC);141
4215307004;América - Salete (SC);44
4215307005;Centro - Salete (SC);215
4215307006;São Cristóvão - Salete (SC);208
4215307007;Bela Vista - Salete (SC);165
4215307008;Casan - Salete (SC);94
4215307009;Barra Grande - Salete (SC);99
4215307010;Vila Nova - Salete (SC);117
4215307011;São José - Salete (SC);77
4215406001;Centro - Salto Veloso (SC);93
4215406002;do Salto - Salto Veloso (SC);340
4215406003;Industrial - Salto Veloso (SC);169
4215406004;Cidade Alta - Salto Veloso (SC);150
4215406005;Escolar - Salto Veloso (SC);268
4215604001;Margem Direita do Rio Braço do Norte - Santa Rosa de Lima (SC);60
4215604002;Margem Esquerda do Rio Braço do Norte - Santa Rosa de Lima (SC);86
4215802001;Centro - São Bento do Sul (SC);1175
4215802002;Vinte e Cinco de Julho - São Bento do Sul (SC);1089
4215802003;Colonial - São Bento do Sul (SC);1819
4215802004;Oxford - São Bento do Sul (SC);791
4215802005;Cruzeiro - São Bento do Sul (SC);1861
4215802006;Alpino - São Bento do Sul (SC);266
4215802007;Lençol - São Bento do Sul (SC);329
4215802008;Dona Francisca - São Bento do Sul (SC);463
4215802009;Bela Aliança - São Bento do Sul (SC);126
4215802010;Brasília - São Bento do Sul (SC);2032
4215802011;Centenário - São Bento do Sul (SC);1172
4215802012;Progresso - São Bento do Sul (SC);752
4215802013;Schramm - São Bento do Sul (SC);1057
4215802014;Rio Vermelho - Estação - São Bento do Sul (SC);196
4215802015;Serra Alta - São Bento do Sul (SC);2995
4215802016;Mato Preto - São Bento do Sul (SC);656
4215802017;Boehmerwald - São Bento do Sul (SC);394
4215802018;Industrial Sudoeste - São Bento do Sul (SC);24
4215802019;Rio Vermelho Povoado - São Bento do Sul (SC);82
4215802020;Rio Negro - São Bento do Sul (SC);312
4216008001;Cristo Rei - São Carlos (SC);349
4216008002;Madereiro - São Carlos (SC);...
4216008003;Jardim Alvorada - São Carlos (SC);143
4216008004;Centro - São Carlos (SC);713
4216008005;Tancredo Neves - São Carlos (SC);81
4216008006;Industrial - São Carlos (SC);22
4216008007;Olaria - São Carlos (SC);113
4216008008;Balneário Pratas - São Carlos (SC);174
4216008009;Cidade Leste - São Carlos (SC);85
4216206001;Centro - São Francisco do Sul (SC);426
4216206002;Do Paulas - São Francisco do Sul (SC);1014
4216206003;Rocio Pequeno - São Francisco do Sul (SC);1127
4216206004;São José do Acaraí - São Francisco do Sul (SC);1758
4216206005;Água Branca - São Francisco do Sul (SC);772
4216206006;Morro Grande - São Francisco do Sul (SC);463
4216206007;Rocio Grande - São Francisco do Sul (SC);1144
4216206008;Das Laranjeiras - São Francisco do Sul (SC);87
4216206009;Da Reta - São Francisco do Sul (SC);937
4216206010;Do Iperoba - São Francisco do Sul (SC);778
4216206011;Do Ubatuba - São Francisco do Sul (SC);2182
4216206012;Da Enseada - São Francisco do Sul (SC);560
4216206013;Da Praia Grande - São Francisco do Sul (SC);241
4216206014;Praia do Ervino - São Francisco do Sul (SC);190
4216206015;Da Vila da Glória - São Francisco do Sul (SC);365
4216354001;Centro - São João do Itaperiú (SC);451
4216354002;Santa Cruz - São João do Itaperiú (SC);41
4216354003;Santo Antonio - São João do Itaperiú (SC);46
4216354004;Porto do Itaperiú - São João do Itaperiú (SC);29
4216354005;Santa Luzia - São João do Itaperiú (SC);41
4216602001;Centro - São José (SC);954
4216602002;Ponta de Baixo - São José (SC);522
4216602003;Fazenda Santo Antônio - São José (SC);1758
4216602004;Distrito Industrial - São José (SC);27
4216602005;Picadas do Sul - São José (SC);958
4216602006;Flor de Nápolis - São José (SC);1002
4216602007;Forquilhinhas - São José (SC);3713
4216602008;Praia Comprida - São José (SC);1017
4216602009;São Luiz - São José (SC);365
4216602010;Roçado - São José (SC);1180
4216602011;Bosque das Mansões - São José (SC);211
4216602012;Potecas - São José (SC);1812
4216602013;Forquilhas - São José (SC);5678
4216602014;Sertão do Maruim - São José (SC);1278
4216602015;Colônia Santana - São José (SC);946
4216602016;Barreiros - São José (SC);4475
4216602017;Nossa Senhora do Rosário - São José (SC);1818
4216602018;Bela Vista - São José (SC);2343
4216602019;Cidade Jardim de Florianópolis - São José (SC);1566
4216602020;Ipiranga - São José (SC);3591
4216602021;Pedregal - São José (SC);374
4216602022;Jardim Santiago - São José (SC);190
4216602023;Areias - São José (SC);2946
4216602024;Serraria - São José (SC);8469
4216602025;Campinas - São José (SC);2616
4216602026;Kobrasol - São José (SC);2392
4216602027;Real Parque - São José (SC);2399
4216909001;Centro - São Lourenço do Oeste (SC);400
4216909002;Brasília - São Lourenço do Oeste (SC);452
4216909003;Santa Catarina - São Lourenço do Oeste (SC);729
4216909004;São Francisco - São Lourenço do Oeste (SC);545
4216909005;Cruzeiro - São Lourenço do Oeste (SC);631
4216909006;Perpétuo Socorro - São Lourenço do Oeste (SC);416
4216909007;Área Industrial-Sul - São Lourenço do Oeste (SC);...
4216909008;Progresso - São Lourenço do Oeste (SC);254
4217006001;Centro - São Ludgero (SC);210
4217006002;Evolução - São Ludgero (SC);164
4217006003;Industrial - São Ludgero (SC);19
4217006004;Nossa Senhora Aparecida - São Ludgero (SC);263
4217006005;Dona Jordina - São Ludgero (SC);110
4217006006;Bela Vista - São Ludgero (SC);517
4217006007;Encosta do Sol - São Ludgero (SC);478
4217006008;Beira Rio - São Ludgero (SC);226
4217006009;Madre Tereza - São Ludgero (SC);275
4217006010;Parque das Acácias - São Ludgero (SC);261
4217006011;Divina Providência - São Ludgero (SC);213
4217006012;Santo Antônio - São Ludgero (SC);78
4217006013;Km 2 - São Ludgero (SC);26
4217204001;Centro - São Miguel do Oeste (SC);1344
4217204002;Estrela - São Miguel do Oeste (SC);245
4217204003;São Sebastião - São Miguel do Oeste (SC);299
4217204004;Agostini - São Miguel do Oeste (SC);449
4217204005;Salete - São Miguel do Oeste (SC);511
4217204006;Andreatta - São Miguel do Oeste (SC);466
4217204007;Cohab - São Miguel do Oeste (SC);342
4217204008;São Luiz - São Miguel do Oeste (SC);668
4217204009;Sagrado Coração - São Miguel do Oeste (SC);503
4217204010;São Gotardo - São Miguel do Oeste (SC);491
4217204011;Jardim Peperi - São Miguel do Oeste (SC);590
4217204012;São Jorge - São Miguel do Oeste (SC);656
4217204013;Progresso - São Miguel do Oeste (SC);390
4217204014;Santa Rita - São Miguel do Oeste (SC);533
4217303001;Laje de Pedra - Saudades (SC);145
4217303002;Industrial - Saudades (SC);21
4217303003;Centro - Saudades (SC);255
4217303004;Belvedere - Saudades (SC);170
4217303005;Morada do Sol - Saudades (SC);306
4217303006;Beira Rio - Saudades (SC);196
4217303007;Boa Vista - Saudades (SC);102
4217303008;Palmeiras - Saudades (SC);42
4217501001;Garghetti - Seara (SC);287
4217501002;Padre Lidio Martinelli - Seara (SC);97
4217600001;Renascer - Siderópolis (SC);139
4217600002;Tereza Cristina - Siderópolis (SC);329
4217709001;Centro - Sombrio (SC);693
4217709002;Raizeira - Sombrio (SC);254
4217709003;Furnas - Sombrio (SC);48
4217709004;São José - Sombrio (SC);574
4217709005;Nova Brasília - Sombrio (SC);879
4217709006;Januária - Sombrio (SC);1211
4217709007;Parque das Avenidas - Sombrio (SC);651
4217709008;São Luiz - Sombrio (SC);931
4217808001;Vila Mariana - Taió (SC);463
4217808002;Seminário - Taió (SC);616
4217808003;Padre Eduardo - Taió (SC);659
4217808004;Doutor Victor Korder - Taió (SC);451
4217808005;Boa Vista - Taió (SC);198
4217808006;Centro - Taió (SC);315
4217907001;Laje Grande - Tangará (SC);137
4217907002;Centro - Tangará (SC);243
4217907003;Sóque - Tangará (SC);155
4217907004;Alto da Glória - Tangará (SC);255
4217907005;Bela Vista - Tangará (SC);247
4217907006;Sopasta - Tangará (SC);185
4217907007;Distrito Industrial II - Tangará (SC);11
4217907008;Distrito Industrial I - Tangará (SC);13
4218400001;Vila Maria - Treze de Maio (SC);60
4218400002;Morro da Antena - Treze de Maio (SC);43
4218400003;Rio Salto - Treze de Maio (SC);25
4218400004;Vila Nandi - Treze de Maio (SC);20
4218400005;Laje - Treze de Maio (SC);..
4218608001;Centro - Trombudo Central (SC);47
4218608002;Botafogo - Trombudo Central (SC);30
4218608003;Estação - Trombudo Central (SC);144
4218608004;Vila Nova - Trombudo Central (SC);341
4218608005;Satão - Trombudo Central (SC);18
4218608006;Liberdade - Trombudo Central (SC);143
4218608007;Cidade Alta - Trombudo Central (SC);87
4218608008;Jalisco - Trombudo Central (SC);82
4218608009;Almeida - Trombudo Central (SC);66
4218608010;Lorenal - Trombudo Central (SC);143
4218707001;Centro - Tubarão (SC);1845
4218707002;Santo Antônio de Pádua - Tubarão (SC);1059
4218707003;Oficinas - Tubarão (SC);2622
4218707004;Morrotes - Tubarão (SC);694
4218707005;Dehon - Tubarão (SC);562
4218707006;Humaitá - Tubarão (SC);699
4218707007;Revoredo - Tubarão (SC);362
4218707008;Passagem - Tubarão (SC);1646
4218707009;Vila Moema - Tubarão (SC);575
4218707010;Recife - Tubarão (SC);928
4218707011;Monte Castelo - Tubarão (SC);571
4218707012;Cruzeiro - Tubarão (SC);67
4218707013;Fábio Silva - Tubarão (SC);676
4218707014;São João Margem Esquerda - Tubarão (SC);1199
4218707015;Humaitá de Cima - Tubarão (SC);1253
4218707016;Vila Esperança - Tubarão (SC);476
4218707017;Campestre - Tubarão (SC);378
4218707018;Passo do Gado - Tubarão (SC);789
4218707019;São Clemente - Tubarão (SC);528
4218707020;Praia Redonda - Tubarão (SC);317
4218707021;Santa Luzia - Tubarão (SC);217
4218707022;São Cristóvão - Tubarão (SC);568
4218707023;Sertão dos Correias - Tubarão (SC);227
4218707024;São João Margem Direita - Tubarão (SC);411
4218707025;São Bernardo - Tubarão (SC);197
4218707026;São Martinho - Tubarão (SC);1795
4218707027;Km 60 - Tubarão (SC);482
4218707028;Bom Pastor - Tubarão (SC);475
4218707029;Guarda Margem Direita - Tubarão (SC);146
4218707030;Km 63 - Tubarão (SC);104
4218707031;Rio do Pouso - Tubarão (SC);8
4218806001;Centro - Turvo (SC);296
4218806002;Cidade Alta - Turvo (SC);416
4218806003;Vila Manenti - Turvo (SC);242
4218806004;Jardim das Oliveiras - Turvo (SC);132
4218806005;São Luiz - Turvo (SC);507
4218806006;Linha Seminário - Turvo (SC);27
4218806007;Linha Contessi - Turvo (SC);52
4218806008;Linha São Cristóvão - Turvo (SC);262
4218806009;Santa Luzia - Turvo (SC);40
4219002001;Centro - Urussanga (SC);364
4219002002;Baixada Fluminense - Urussanga (SC);80
4219002003;Das Damas - Urussanga (SC);237
4219002004;De Brida - Urussanga (SC);70
4219002005;Vila Brasília - Urussanga (SC);93
4219002006;Vila São José - Urussanga (SC);15
4219002007;Morro da Glória - Urussanga (SC);104
4219002008;Da Estação - Urussanga (SC);408
4219002010;Pirago - Urussanga (SC);19
4219002011;Da Figueira - Urussanga (SC);95
4219002014;Nova Itália - Urussanga (SC);273
4219002015;Rossetti - Urussanga (SC);36
4219002016;Barro Vermelho - Urussanga (SC);11
4219002017;De Villa - Urussanga (SC);438
4219002020;Bel Recanto - Urussanga (SC);108
4219002021;Bela Vista - Urussanga (SC);204
4219101001;União - Vargeão (SC);157
4219101002;Vila das Palmeiras - Vargeão (SC);43
4219101003;Bela Vista - Vargeão (SC);63
4219309025;Amarante - Videira (SC);1129
4219309026;Carelli - Videira (SC);153
4219309027;Cidade Alta - Videira (SC);754
4219309028;Cetrevi - Videira (SC);18
4219309029;Santos Dumont - Videira (SC);367
4219309030;Sesi - Videira (SC);356
4219309031;Rio das Pedras - Videira (SC);648
4219309032;Portal das Videiras - Videira (SC);56
4219309033;Centro - Videira (SC);492
4219309034;Matriz - Videira (SC);337
4219309035;Floresta - Videira (SC);415
4219309036;Marafon - Videira (SC);304
4219309037;Alvorada - Videira (SC);352
4219309038;Farroupilha - Videira (SC);675
4219309039;Aeroporto - Videira (SC);23
4219309040;Santa Tereza - Videira (SC);515
4219309041;Dois Pinheiros - Videira (SC);214
4219309042;São Cristovão - Videira (SC);213
4219309043;Campo Experimental - Videira (SC);327
4219309044;Cibrazém - Videira (SC);661
4219309045;Panazzolo - Videira (SC);694
4219309046;Santa Gema - Videira (SC);319
4219309047;Universitário - Videira (SC);634
4219309048;Carboni - Videira (SC);69
4219309049;Nossa Senhora Aparecida - Videira (SC);129
4219309050;Morada do Sol - Videira (SC);168
4219309051;São Francisco - Videira (SC);240
4219309052;Oficina - Videira (SC);557
4219309053;Santa Lúcia - Videira (SC);29
4219309054;Água Verde - Videira (SC);158
4219309055;Vila Verde - Videira (SC);639
4219309056;Vila de Carli - Videira (SC);998
4219358001;Centro - Vitor Meireles (SC);70
4219358002;Ribeirão Pequeno - Vitor Meireles (SC);29
4219358003;Palmitos - Vitor Meireles (SC);150
4219358004;Sabugueiro - Vitor Meireles (SC);9
4219358005;Wietnã - Vitor Meireles (SC);90
4219358006;Das Lagoas - Vitor Meireles (SC);50
4219507001;Centro - Xanxerê (SC);1142
4219507002;Aparecida - Xanxerê (SC);190
4219507003;Matinho - Xanxerê (SC);437
4219507004;Bela Vista - Xanxerê (SC);538
4219507005;Nossa Senhora de Fátima - Xanxerê (SC);201
4219507006;La Salle - Xanxerê (SC);323
4219507007;Veneza - Xanxerê (SC);359
4219507008;Vila Sesamo - Xanxerê (SC);410
4219507009;Primo Tacca - Xanxerê (SC);468
4219507010;Bortolon - Xanxerê (SC);387
4219507011;Dos Esportes - Xanxerê (SC);769
4219507012;São Jorge - Xanxerê (SC);415
4219507013;Frederico Ferronatto - Xanxerê (SC);37
4219507014;Castelo Branco - Xanxerê (SC);177
4219507015;João Batista Tonial - Xanxerê (SC);488
4219507016;Maria Winckler - Xanxerê (SC);40
4219507017;João Winckler - Xanxerê (SC);549
4219507018;São Romero - Xanxerê (SC);808
4219507019;Sufiatti - Xanxerê (SC);125
4219507020;Monte Castelo - Xanxerê (SC);313
4219507021;Vista Alegre - Xanxerê (SC);491
4219507022;Santa Cruz - Xanxerê (SC);299
4219507023;Nossa Senhora de Lourdes - Xanxerê (SC);689
4219507024;Pinheiros - Xanxerê (SC);321
4219507025;Jardim Tarumã - Xanxerê (SC);199
4219507026;Colatto - Xanxerê (SC);425
4219507027;Leandro - Xanxerê (SC);161
4219507028;Santo Dias - Xanxerê (SC);264
4219507029;São Pedro - Xanxerê (SC);423
4219705001;Centro - Xaxim (SC);565
4219705002;Alvorada - Xaxim (SC);871
4219705003;Frei Bruno - Xaxim (SC);326
4219705004;Doutor Ari Lunardi - Xaxim (SC);541
4219705005;Santa Terezinha - Xaxim (SC);1018
4219705006;Guarany - Xaxim (SC);642
4219705007;Germânico - Xaxim (SC);131
4219705008;Flor - Xaxim (SC);239
4219705009;Primavera - Xaxim (SC);640
4219705010;Bela Vista - Xaxim (SC);296
4219705011;Chagas - Xaxim (SC);256
4300406001;Independência - Alegrete (RS);151
4300406002;Rui Ramos - Alegrete (RS);315
4300406003;Canudos - Alegrete (RS);379
4300406004;Vila Nova - Alegrete (RS);995
4300406005;Tancredo Neves - Alegrete (RS);90
4300406006;Pedreiras - Alegrete (RS);106
4300406007;Jardim Planalto - Alegrete (RS);181
4300406008;Saudade - Alegrete (RS);95
4300406009;Medianeira - Alegrete (RS);168
4300406010;Da Lagoa - Alegrete (RS);57
4300406011;Assunção - Alegrete (RS);545
4300406012;São João - Alegrete (RS);195
4300406013;Porto dos Aguateiros - Alegrete (RS);82
4300406014;Ibirapuitã - Alegrete (RS);427
4300406015;Centenário - Alegrete (RS);177
4300406016;Promorar - Alegrete (RS);604
4300406017;Honório Lemos - Alegrete (RS);251
4300406018;Residencial Saint Pautous - Alegrete (RS);544
4300406019;Nossa Senhora da Conceição Aparecida - Alegrete (RS);397
4300406020;Doutor Romário Araújo de Oliveira - Alegrete (RS);474
4300406021;Novo Balneário Caverá - Alegrete (RS);...
4300406022;Projetado - Alegrete (RS);6
4300406023;Santo Antônio - Alegrete (RS);285
4300406024;Macedo - Alegrete (RS);656
4300406025;Restinga - Alegrete (RS);210
4300406026;Petrópolis - Alegrete (RS);...
4300406027;Boa Vista - Alegrete (RS);256
4300406028;Bela Vista - Alegrete (RS);...
4300406029;Vera Cruz - Alegrete (RS);902
4300406030;Liberdade - Alegrete (RS);66
4300406031;Canjiqueira - Alegrete (RS);30
4300406032;Coronel Ênio Gouveia dos Santos - Alegrete (RS);26
4300406033;Lara - Alegrete (RS);105
4300406034;Inês - Alegrete (RS);156
4300406035;Atlântida - Alegrete (RS);46
4300406036;Alberto Grande - Alegrete (RS);48
4300406037;Anita Garibaldi - Alegrete (RS);103
4300406038;Novo Lar - Alegrete (RS);325
4300406039;Kennedy - Alegrete (RS);98
4300406040;José de Abreu - Alegrete (RS);272
4300406041;Gamino - Alegrete (RS);171
4300406042;Piola - Alegrete (RS);253
4300406043;Olhos d'Água de Natal - Alegrete (RS);136
4300406044;Militar - Alegrete (RS);68
4300406045;Renascer - Alegrete (RS);69
4300406046;Oswaldo Aranha - Alegrete (RS);112
4300406047;Getúlio Vargas - Alegrete (RS);199
4300406048;Nova Brasília - Alegrete (RS);307
4300406049;Santos Dumont - Alegrete (RS);651
4300406050;Capão do Angico - Alegrete (RS);680
4300406051;Ulisses Guimarães - Alegrete (RS);88
4300406052;Favila - Alegrete (RS);88
4300406053;Palma - Alegrete (RS);70
4300406054;Balneário Caverá - Alegrete (RS);34
4300406055;Izabel - Alegrete (RS);360
4300406056;Joaquim Fonseca Milano - Alegrete (RS);340
4300406057;Emílio Zuñeda - Alegrete (RS);276
4300406058;Grande - Alegrete (RS);144
4300406059;Sepé Tiarajú - Alegrete (RS);725
4300406060;Progresso - Alegrete (RS);463
4300406061;Prado - Alegrete (RS);541
4300406062;Fronteira Oeste - Alegrete (RS);83
4300406063;Fênix - Alegrete (RS);118
4300851001;Caramuru - Arambaré (RS);57
4300877001;Centro - Araricá (RS);308
4300877002;da Canoa - Araricá (RS);276
4300877003;da Integração - Araricá (RS);127
4300877004;Azaléia - Araricá (RS);62
4300877005;da Estação - Araricá (RS);81
4300877006;Emancipação - Araricá (RS);24
4300877007;Campo da Brazina - Araricá (RS);128
4300877008;Imperatriz - Araricá (RS);194
4301008001;Bela Vista - Arroio do Meio (RS);793
4301008002;Barra do Forqueta - Arroio do Meio (RS);185
4301008003;Medianeira - Arroio do Meio (RS);59
4301008004;São José - Arroio do Meio (RS);163
4301008005;Navegantes - Arroio do Meio (RS);363
4301008006;Centro - Arroio do Meio (RS);492
4301008007;Rui Barbosa - Arroio do Meio (RS);250
4301008008;Dona Rita - Arroio do Meio (RS);38
4301008009;Dom Pedro II - Arroio do Meio (RS);52
4301008010;Aimoré - Arroio do Meio (RS);394
4301008011;São Caetano - Arroio do Meio (RS);510
4301008012;Novo Horizonte - Arroio do Meio (RS);175
4301073001;Benjamin Constant - Arroio do Padre (RS);23
4301073002;Brasil para Cristo - Arroio do Padre (RS);3
4301073003;Leitzke - Arroio do Padre (RS);17
4301073004;Progresso - Arroio do Padre (RS);16
4301073005;Cerrito - Arroio do Padre (RS);..
4301073006;Centro - Arroio do Padre (RS);41
4301107001;Centro - Arroio dos Ratos (RS);604
4301107002;Dos Estados - Arroio dos Ratos (RS);366
4301107003;Vila Pinho - Arroio dos Ratos (RS);56
4301107004;Vila Doze - Arroio dos Ratos (RS);356
4301107005;Poço Três - Arroio dos Ratos (RS);306
4301107006;Nossa Senhora Aparecida - Arroio dos Ratos (RS);515
4301107007;Collovini - Arroio dos Ratos (RS);58
4301107008;Liberal - Arroio dos Ratos (RS);371
4301107009;Vila Ferraz - Arroio dos Ratos (RS);62
4301107010;Santa Bárbara - Arroio dos Ratos (RS);422
4301107011;Alto da Bela Vista - Arroio dos Ratos (RS);226
4301107012;Atafona - Arroio dos Ratos (RS);146
4301107013;Vila Garcia - Arroio dos Ratos (RS);162
4301107014;Princesa Isabel - Arroio dos Ratos (RS);108
4301206001;Centro - Arroio do Tigre (RS);170
4301206002;Bela Vista - Arroio do Tigre (RS);220
4301206003;Mohr - Arroio do Tigre (RS);55
4301206004;Industrial - Arroio do Tigre (RS);248
4301206005;Santa Fé - Arroio do Tigre (RS);118
4301206006;São Francisco - Arroio do Tigre (RS);224
4301206007;Limberger - Arroio do Tigre (RS);56
4301206008;Felicidade - Arroio do Tigre (RS);127
4301206009;Harmonia - Arroio do Tigre (RS);55
4301206010;Rutzen - Arroio do Tigre (RS);169
4301503001;Esperança - Augusto Pestana (RS);81
4301651001;Operário - Barão (RS);330
4301800001;Uruguai - Barracão (RS);115
4301800002;Operário - Barracão (RS);172
4301800003;Vila Nova - Barracão (RS);70
4301800004;São Valentim - Barracão (RS);88
4301909001;Mate Doce - Barra do Ribeiro (RS);681
4301909002;Picada - Barra do Ribeiro (RS);177
4301909003;Três Vendas - Barra do Ribeiro (RS);431
4301909004;Pavão - Barra do Ribeiro (RS);372
4301909005;Quatorze de Julho - Barra do Ribeiro (RS);345
4301909006;Cidade Baixa - Barra do Ribeiro (RS);109
4301909007;Centro - Barra do Ribeiro (RS);409
4301909008;Tangará - Barra do Ribeiro (RS);138
4301958001;Aparecida - Barra Funda (RS);16
4301958002;Navegantes - Barra Funda (RS);106
4301958003;Primeiro de Maio - Barra Funda (RS);64
4301958004;do Pingo - Barra Funda (RS);13
4302105001;São Bento - Bento Gonçalves (RS);234
4302105002;São Francisco - Bento Gonçalves (RS);511
4302105003;Licorsul - Bento Gonçalves (RS);383
4302105004;Borgo - Bento Gonçalves (RS);663
4302105005;Humaitá - Bento Gonçalves (RS);684
4302105006;Botafogo - Bento Gonçalves (RS);343
4302105007;Pomarosa - Bento Gonçalves (RS);75
4302105008;Cidade Alta - Bento Gonçalves (RS);378
4302105009;Juventude da Enologia - Bento Gonçalves (RS);573
4302105010;Maria Goretti - Bento Gonçalves (RS);408
4302105011;Centro - Bento Gonçalves (RS);629
4302105012;Progresso - Bento Gonçalves (RS);498
4302105013;São Roque - Bento Gonçalves (RS);2112
4302105014;Aparecida - Bento Gonçalves (RS);740
4302105015;São Vendelino - Bento Gonçalves (RS);433
4302105016;Universitário - Bento Gonçalves (RS);505
4302105017;Conceição - Bento Gonçalves (RS);636
4302105018;Jardim Glória - Bento Gonçalves (RS);614
4302105019;Santa Rita - Bento Gonçalves (RS);314
4302105020;Santo Antão - Bento Gonçalves (RS);970
4302105021;Santa Marta - Bento Gonçalves (RS);543
4302105022;Imigrante - Bento Gonçalves (RS);348
4302105023;Fenavinho - Bento Gonçalves (RS);384
4302105024;Vila Nova - Bento Gonçalves (RS);915
4302105025;Planalto - Bento Gonçalves (RS);108
4302105026;Vinosul - Bento Gonçalves (RS);402
4302303001;Centro - Bom Jesus (RS);324
4302303002;Alto da Pedra - Bom Jesus (RS);235
4302303003;COHAB - Bom Jesus (RS);220
4302303004;CEEE - Bom Jesus (RS);198
4302303005;São José - Bom Jesus (RS);85
4302303006;Vila Pinto - Bom Jesus (RS);80
4302303007;Vila Expedicionário - Bom Jesus (RS);104
4302303008;Vila Fonseca - Bom Jesus (RS);123
4302303009;Vila Conceição - Bom Jesus (RS);292
4302303010;Vila Santa Catarina - Bom Jesus (RS);557
4302303011;Vila da Alegria - Bom Jesus (RS);..
4302303012;Vila Rodrigues - Bom Jesus (RS);37
4302303013;Vila Tietbohl - Bom Jesus (RS);114
4302303014;Vila Spinelli - Bom Jesus (RS);100
4302303015;Vila Santa Isabel - Bom Jesus (RS);90
4302303016;Área Industrial Sul - Bom Jesus (RS);4
4302303017;Área Industrial Norte - Bom Jesus (RS);40
4302402001;Centro - Bom Retiro do Sul (RS);74
4302402002;Brasília - Bom Retiro do Sul (RS);..
4302402003;Imigrantes - Bom Retiro do Sul (RS);286
4302402004;Laranjeiras - Bom Retiro do Sul (RS);176
4302402005;Getúlio Vargas - Bom Retiro do Sul (RS);223
4302402006;São João - Bom Retiro do Sul (RS);357
4302402007;Alto da Bronze - Bom Retiro do Sul (RS);412
4302402008;Fazenda Barros - Bom Retiro do Sul (RS);45
4302402009;São Jorge - Bom Retiro do Sul (RS);122
4302402010;Águas Boas - Bom Retiro do Sul (RS);..
4302402011;Goiabeira - Bom Retiro do Sul (RS);70
4302402012;São Francisco - Bom Retiro do Sul (RS);471
4302402013;Centro Cidade Baixa - Bom Retiro do Sul (RS);221
4302501001;Bonfim - Bossoroca (RS);104
4302501002;da Gaúcha - Bossoroca (RS);458
4302501003;Francisco Wesz Filho - Bossoroca (RS);63
4302501004;do Inhame - Bossoroca (RS);97
4302600001;Evangélico - Braga (RS);73
4302600002;Santo Antônio - Braga (RS);108
4302600003;União - Braga (RS);110
4302709001;Centro (Sede) - Butiá (RS);493
4302709002;Cidade Alta - Butiá (RS);633
4302709003;Cidade Baixa - Butiá (RS);638
4302709004;São José - Butiá (RS);418
4302709005;Vila Nova - Butiá (RS);200
4302709006;Bela Vista - Butiá (RS);612
4302709007;Vila Julieta - Butiá (RS);16
4302709008;Vila Motta - Butiá (RS);134
4302709009;Custódio - Butiá (RS);756
4302709010;Regilney - Butiá (RS);236
4302709011;Charrua - Butiá (RS);741
4302709012;Medianeira - Butiá (RS);259
4302709013;Santa Rita - Butiá (RS);171
4302709014;R-1 - Butiá (RS);59
4302709016;Roberto Cardoso - Butiá (RS);284
4302709017;Poço 5 - Butiá (RS);235
4303004001;Universitário - Cachoeira do Sul (RS);331
4303301001;São João - Caibaté (RS);344
4303509001;Viégas - Camaquã (RS);1780
4303509002;Jardim - Camaquã (RS);517
4303509003;Maria da Graça - Camaquã (RS);394
4303509004;Gaúcho - Camaquã (RS);197
4303509005;Jardim do Forte - Camaquã (RS);208
4303509006;Siá Juliana - Camaquã (RS);254
4303509007;General Antonio Netto - Camaquã (RS);309
4303509008;Centenário - Camaquã (RS);300
4303509009;São João - Camaquã (RS);417
4303509010;Santa Marta - Camaquã (RS);305
4303509011;Floresta - Camaquã (RS);171
4303509012;Bom Sucesso - Camaquã (RS);437
4303509013;Oliveira - Camaquã (RS);239
4303509014;Hípico - Camaquã (RS);467
